dass1,dass2,dass3,dass4,dass5,dass6,dass7,dass8,dass9,dass10,dass11,dass12,dass13,dass14,dass15,dass16,dass17,dass18,dass19,dass20,dass21,ct1,ct2,ct3,ct4,ct5,ct6,ct7,ct8,ct9,ct10,ct11,ct12,ct13,ct14,ct15,ct16,ct17,ct18,ct19,ct20,ct21,ct22,ct23,ct24,ct25,ct26,ct27,ct28,ct29,ct30,ct31,ct32,ct33,ct34,ct35,ct36,ct37,ct38,ct39,ct40,sexo,idade,cor_raca,estado_civil,renda_mensal_familiar,dependentes_da_renda,escolaridade,renda_pos_covid,nivel_de_ensino_rcd,educacao_infantil,fundamental_i,fundamental_ii,educacao_de_jovens_e_adultos_eja,atendimento_educacional_especializado_aee,academia,bares_restaurantes,shopping,mascara,higiene_das_maos,grupo_de_risco_dic,diagnostico_de_covid,perdeu_amigo_familiar_covid,atividades_sincronas,alunos_participam_sincronas,atividades_assincronas,alunos_participam_assincronas
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,3,2,4,4,4,3,2,5,5,4,2,2,4,3,4,3,4,4,4,3,3,3,3,2,3,5,1,1,3,4,3,4,4,3,3,3,Feminino,32,Pardo,Casado(a),4000,3,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Não,5,4,6,5
2,3,1,3,3,3,0,2,1,3,2,3,3,2,3,3,3,3,2,3,3,3,1,1,1,1,1,5,2,5,1,1,5,5,4,1,5,2,5,5,3,3,2,5,3,1,3,1,4,1,3,2,1,3,3,1,1,3,1,1,5,Feminino,54,Branco,Casado(a),5500,4,Especialização,Ficou estável,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Não,4,5,6,6
3,0,0,3,2,2,0,2,3,0,2,3,3,1,2,2,0,3,2,2,1,4,3,2,2,3,1,4,5,1,3,2,5,5,4,3,3,3,1,4,2,3,4,3,3,2,4,2,5,2,4,1,1,2,3,3,4,4,2,3,3,Feminino,35,Branco,Solteiro(a),2000,4,Mestrado,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,4,Sim,Não,Não,6,6,6,6
2,2,1,1,2,3,3,2,2,0,3,3,1,1,2,2,0,1,1,1,0,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,Feminino,31,Branco,Casado(a),2500,6,Mestrado,Diminuiu,Mais de um nível,Sim,Sim,Não,Não,Não,0,0,1,5,5,Não,Não,Sim,5,5,6,6
1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,0,2,2,1,1,3,3,3,3,1,1,3,3,3,3,1,5,5,4,1,2,1,5,3,3,3,3,3,2,1,3,1,5,1,3,1,1,3,3,1,3,3,3,1,4,Feminino,44,Preto,Casado(a),2500,4,Curso superior completo,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,3,5,5,Não,Não,Sim,6,6,6,6
0,0,0,0,0,1,0,0,1,1,1,2,1,0,1,0,0,2,1,1,0,3,3,1,3,1,1,3,2,3,1,3,5,5,4,3,2,3,3,1,4,3,2,3,1,1,4,3,1,1,5,1,1,1,1,1,1,4,4,2,1,Feminino,38,Pardo,Casado(a),6000,5,Curso superior completo,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Sim,Sim,6,6,6,6
2,1,0,0,1,2,0,1,1,1,2,2,1,2,1,1,0,1,2,2,0,1,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Feminino,36,Branco,Solteiro(a),1197,1,Especialização,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,4,6,6
0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,3,5,1,2,3,2,1,1,4,4,3,2,3,3,3,5,5,5,2,3,2,3,1,5,1,5,1,1,1,3,3,2,2,5,5,5,3,2,Feminino,55,Pardo,Viúvo(a),1800,4,Especialização,Ficou estável,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Sim,Não,Não,6,6,6,6
1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,3,4,1,2,1,1,5,5,1,2,1,5,2,4,1,3,4,1,5,5,1,3,4,2,2,3,1,5,1,5,1,1,1,1,1,1,2,2,1,5,Feminino,54,Branco,Casado(a),8000,1,Especialização,Ficou estável,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Sim,Sim,Sim,3,3,6,6
2,2,2,0,0,0,0,0,0,1,3,2,2,2,2,2,0,0,0,0,0,4,3,4,1,2,2,4,4,4,2,3,4,5,4,4,2,4,4,4,4,5,4,4,3,5,4,4,3,4,4,1,4,2,4,4,2,4,4,2,4,Feminino,38,Pardo,União estável,2400,3,Especialização,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,3,3,5,2,2,3,5,5,4,3,3,5,1,4,3,4,4,3,3,2,2,2,3,1,5,1,1,2,4,3,3,5,2,2,3,Masculino,32,Pardo,Casado(a),3400,1,Curso superior completo,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Sim,Sim,6,4,6,5
2,2,3,0,1,3,0,2,0,0,3,1,1,2,1,0,0,0,0,0,0,2,1,3,4,1,1,3,1,3,1,1,5,1,4,1,3,1,5,3,3,3,3,3,1,3,3,2,2,1,1,1,1,2,2,1,2,3,2,1,2,Feminino,39,Pardo,Casado(a),4000,4,Especialização,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Não,Não,1,1,6,2
0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,4,2,1,1,3,4,1,1,5,3,3,3,2,3,1,1,4,2,3,3,3,2,1,3,1,5,3,1,1,1,1,3,1,4,3,2,2,5,Feminino,42,Branco,Casado(a),3000,3,Especialização,Ficou estável,Mais de um nível,Sim,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,4,4,6,6
2,1,2,1,1,2,1,2,1,0,2,2,2,2,2,1,1,1,1,2,0,3,3,2,3,3,3,4,4,1,2,3,4,4,4,3,3,3,3,3,3,5,3,5,3,1,3,2,3,3,2,1,4,3,4,3,3,4,2,2,4,Feminino,56,Branco,Casado(a),4200,4,Especialização,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,0,1,5,5,Sim,Não,Sim,2,2,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,2,5,5,5,3,1,3,5,4,3,3,3,3,5,4,3,3,5,5,3,4,3,4,3,3,1,1,3,4,3,3,4,4,1,2,Feminino,50,Branco,Casado(a),4000,2,Especialização,Ficou estável,Mais de um nível,Sim,Não,Não,Sim,Não,0,1,1,5,5,Sim,Não,Não,2,3,6,6
2,1,1,2,1,3,2,2,2,1,2,3,2,1,2,1,1,3,2,3,1,3,2,5,3,2,2,2,3,2,2,2,3,4,4,2,3,2,5,3,2,2,2,2,2,2,3,2,3,1,2,1,2,3,2,2,3,3,2,2,2,Feminino,49,Pardo,União estável,4000,4,Especialização,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,1,1,6,6
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,3,1,5,2,1,2,3,3,4,1,1,2,4,4,2,3,2,3,4,2,2,2,2,2,2,3,1,2,1,2,1,1,3,2,1,2,4,3,1,1,Feminino,48,Pardo,Casado(a),4000,3,Especialização,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Sim,Sim,1,1,6,6
1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2,3,2,1,2,2,3,3,3,3,2,3,3,3,2,2,3,3,2,3,2,3,5,3,3,3,2,3,3,2,1,2,3,3,2,2,2,2,2,2,Feminino,38,Branco,Casado(a),5000,3,Curso superior completo,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,1,5,5,Não,Sim,Sim,1,1,6,3
1,0,2,1,1,1,0,0,1,1,1,1,1,1,1,1,2,0,1,1,1,4,2,5,2,1,1,2,3,2,2,2,2,2,2,2,2,2,3,3,3,1,1,2,3,2,3,1,1,1,2,2,1,2,1,1,2,2,3,3,2,Masculino,39,Pardo,Solteiro(a),2100,5,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,2,0,0,5,5,Não,Não,Sim,5,5,5,5
1,0,0,1,1,2,0,1,1,1,3,2,1,1,1,1,0,1,0,0,0,5,5,5,3,3,1,3,5,5,2,3,5,5,3,3,3,3,3,5,3,3,3,3,3,3,3,2,5,3,5,5,2,3,5,2,2,3,2,5,2,Feminino,32,Pardo,Casado(a),2700,6,Especialização,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,1,1,6,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,2,2,1,1,4,5,1,4,3,5,5,3,3,1,3,1,1,3,3,3,4,3,1,5,1,5,3,5,1,1,1,3,1,3,3,4,1,1,Feminino,32,Branco,Solteiro(a),4200,3,Especialização,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Não,3,2,5,5
2,1,1,1,1,1,0,2,1,0,2,2,2,1,1,1,1,2,2,1,0,3,3,2,3,2,2,3,3,4,3,2,4,3,3,2,2,3,3,3,3,2,2,2,3,3,3,2,3,2,3,1,2,3,2,2,3,4,3,2,3,Feminino,41,Pardo,Divorciado(a),1700,3,Especialização,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Não,Não,2,2,6,6
1,1,0,2,2,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,0,2,2,2,1,2,2,4,2,1,2,4,4,2,5,2,4,1,3,2,4,2,3,4,3,3,3,2,3,1,1,2,1,3,2,2,3,2,3,1,3,Feminino,32,Pardo,Solteiro(a),4000,3,Curso superior completo,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Não,Não,1,1,6,4
3,3,1,3,2,3,2,2,2,2,2,3,3,2,2,2,2,3,3,2,2,3,4,4,1,3,3,3,3,3,3,2,5,5,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,3,3,3,3,3,5,Feminino,40,Preto,União estável,3000,4,Especialização,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,0,1,5,5,Não,Sim,Não,3,3,3,3
1,0,0,2,2,1,0,1,2,1,2,3,3,2,3,1,2,3,1,2,1,2,2,1,1,1,1,2,2,2,2,2,3,1,3,2,2,2,3,2,1,2,2,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,Feminino,32,Pardo,Solteiro(a),5000,3,Especialização,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,2,4,6,6
2,3,1,2,2,2,1,2,2,2,2,2,1,1,2,2,3,3,2,2,1,3,5,1,3,4,4,3,5,3,3,3,3,3,4,3,1,3,1,3,2,4,3,3,3,2,4,3,3,2,4,1,4,3,3,3,1,3,2,3,4,Masculino,33,Branco,Divorciado(a),7700,4,Curso superior completo,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Sim,Sim,6,4,3,5
2,2,1,3,2,3,1,3,3,2,2,3,3,1,2,2,2,3,1,2,1,4,1,5,3,4,2,4,3,3,2,3,5,5,4,3,2,4,1,4,3,5,3,3,2,2,3,3,4,1,3,1,2,3,4,5,3,4,2,3,5,Masculino,25,Pardo,Casado(a),4000,2,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Sim,6,3,6,3
2,0,3,2,2,2,0,2,3,2,3,3,3,2,3,2,0,2,3,2,0,5,3,5,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,5,3,3,3,3,5,3,5,5,3,1,3,1,3,5,5,3,3,5,5,5,5,Feminino,30,Pardo,Solteiro(a),7000,5,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Sim,Sim,6,3,6,6
2,2,1,3,2,3,1,3,3,2,2,3,3,1,2,2,2,3,1,2,1,4,1,5,3,4,2,4,3,3,2,3,5,5,4,3,2,4,1,4,3,5,3,3,2,2,3,3,4,1,3,1,2,3,4,5,3,4,2,3,5,Masculino,25,Pardo,Casado(a),4000,2,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Sim,6,3,6,3
0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,5,5,2,3,1,5,3,1,4,4,5,5,3,3,2,5,1,4,1,3,2,5,3,3,1,3,3,3,5,1,1,2,2,3,4,5,1,1,3,Feminino,34,Branco,Casado(a),7000,2,Especialização,Aumentou,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,4,Não,Não,Sim,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,1,1,1,2,5,1,2,3,5,5,5,2,1,1,1,2,3,3,2,4,2,3,5,2,4,2,3,1,1,3,3,2,3,5,3,2,2,Feminino,25,Pardo,Solteiro(a),1800,1,Curso superior completo,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,4,Não,Não,Não,6,3,6,4
1,0,1,1,1,2,0,1,1,1,2,1,1,2,1,1,0,2,1,0,0,4,3,4,3,3,3,3,3,3,3,3,4,2,3,3,3,3,1,3,3,3,3,3,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,2,4,Masculino,45,Branco,União estável,4000,3,Doutorado,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,0,1,5,5,Não,Não,Sim,6,6,3,2
3,0,3,1,3,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,3,3,3,2,2,1,3,3,4,2,1,5,5,3,1,3,5,5,3,3,3,3,2,2,1,3,1,2,1,2,2,1,2,3,1,3,4,5,1,4,Masculino,35,Preto,Casado(a),2000,2,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
2,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,4,3,1,1,1,3,3,1,3,1,5,4,4,2,3,3,3,5,3,3,3,3,2,2,3,1,5,1,3,1,2,3,5,1,4,5,3,1,3,Feminino,46,Branco,Casado(a),2000,1,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,5,0,0,5,5,Não,Não,Não,6,5,6,5
2,0,2,1,0,1,0,0,0,0,1,2,1,0,0,1,0,1,0,1,0,5,5,5,3,1,5,5,5,2,2,5,5,5,5,5,1,5,5,5,5,3,3,5,3,3,5,2,5,1,2,1,1,5,5,2,5,5,5,1,5,Masculino,37,Pardo,Casado(a),1700,2,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Sim,5,3,4,2
1,0,0,1,1,1,1,2,2,2,2,2,1,1,1,1,0,1,1,1,0,3,3,4,3,1,1,4,3,4,3,5,5,4,5,1,3,4,3,4,3,2,3,4,3,1,5,2,5,3,1,1,2,3,3,1,4,5,3,1,4,Feminino,46,Branco,União estável,1800,2,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,4,6
2,1,1,3,2,2,2,3,2,2,1,3,2,2,1,2,1,1,2,2,1,4,3,4,3,3,2,5,5,2,3,2,5,5,3,2,3,4,3,4,4,4,2,4,4,4,3,2,3,2,1,1,4,4,4,3,3,4,3,2,4,Masculino,32,Pardo,Solteiro(a),7000,5,Mestrado,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,4,Sim,Não,Sim,6,2,6,3
2,2,3,3,2,3,1,2,2,2,3,2,2,2,3,3,3,3,3,2,3,3,3,3,2,1,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,Masculino,35,Pardo,Casado(a),2000,4,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,3,4,3,2,3,Não,Não,Sim,5,3,6,5
0,1,0,0,0,0,1,1,1,1,1,1,2,0,3,1,0,2,3,2,0,4,3,2,1,4,3,4,4,1,1,3,5,5,5,4,2,3,1,5,3,3,3,4,5,3,3,3,4,2,5,1,3,1,3,1,3,5,3,2,5,Feminino,31,Pardo,Casado(a),1500,3,Especialização,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,4,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,2,5,4,5,3,2,5,2,2,2,4,4,3,3,4,3,3,4,3,2,3,2,3,2,2,1,2,3,4,2,5,4,3,2,4,Feminino,34,Pardo,Solteiro(a),3000,2,Especialização,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,2,2,6,6
1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,4,1,5,2,1,1,4,3,5,1,5,5,5,4,2,2,4,3,4,3,2,3,3,2,1,4,1,4,2,4,1,2,3,3,2,3,4,3,1,1,Feminino,45,Branco,Casado(a),5500,6,Especialização,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Sim,Sim,1,1,6,6
1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,2,0,1,0,3,3,4,1,2,2,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,2,1,1,1,3,2,3,3,2,1,1,3,2,2,3,3,4,2,1,Feminino,48,Pardo,Solteiro(a),3000,4,Curso superior completo,Ficou estável,Mais de um nível,Sim,Sim,Não,Não,Não,0,0,1,5,5,Não,Não,Sim,6,5,6,6
1,0,0,2,2,2,0,2,2,1,3,3,3,2,2,1,1,3,1,2,3,5,2,4,3,2,2,4,5,3,2,2,5,5,3,3,2,5,3,4,3,4,4,4,2,2,4,2,5,2,5,1,3,3,4,3,5,5,3,3,3,Feminino,26,Pardo,Solteiro(a),2000,2,Especialização,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Não,5,3,6,5
1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,2,1,0,0,5,3,5,1,2,3,3,2,3,3,3,5,5,3,3,2,5,3,5,3,3,4,2,2,2,3,3,5,1,5,1,1,4,2,4,5,5,2,2,5,Feminino,45,Pardo,Casado(a),2700,4,Curso superior completo,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Sim,Não,Sim,6,4,6,6
2,2,1,0,0,1,0,1,0,0,0,2,0,1,0,0,1,1,0,1,0,2,3,2,1,1,4,3,3,3,3,5,4,3,3,4,3,3,3,5,4,3,3,3,2,1,3,3,4,2,3,1,2,1,3,4,3,3,2,2,3,Feminino,55,Pardo,Solteiro(a),1900,2,Especialização,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Sim,Não,Não,6,6,6,6
0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2,2,2,3,3,1,3,3,3,2,2,3,4,3,2,2,2,1,3,2,2,3,3,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,3,Feminino,43,Pardo,Divorciado(a),3000,1,Especialização,Ficou estável,Fundamental I,Não,Sim,Não,Não,Não,0,0,1,5,5,Não,Não,Sim,2,2,3,3
3,3,1,2,3,3,2,3,3,2,3,3,2,3,3,2,2,3,3,3,0,3,3,4,1,2,2,5,3,4,3,4,5,5,4,3,2,1,5,5,5,3,3,5,3,4,5,1,3,3,3,4,1,4,3,1,4,4,5,1,5,Feminino,30,Pardo,Solteiro(a),1700,4,Especialização,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Sim,Sim,2,3,6,5
2,3,1,1,1,2,2,3,2,1,2,2,2,2,2,1,0,2,2,3,0,5,3,5,4,2,2,5,5,5,3,2,5,5,4,2,4,5,3,5,2,3,3,4,3,4,3,2,4,2,5,1,2,5,5,1,3,5,2,2,5,Feminino,40,Pardo,Casado(a),3000,3,Curso superior completo,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,1,5,5,Não,Não,Sim,1,1,6,4
1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,5,4,5,1,3,5,3,5,5,4,2,5,5,2,5,3,5,1,5,3,4,3,3,5,1,5,5,5,3,3,3,5,5,5,5,5,5,3,5,5,Feminino,52,Branco,Solteiro(a),1500,7,Mestrado,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Sim,Sim,5,5,6,5
0,1,0,1,3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,3,3,1,1,1,3,3,3,1,5,4,3,3,1,1,3,3,3,3,3,1,3,1,1,3,1,3,1,3,3,3,3,3,1,3,1,3,1,3,Feminino,41,Pardo,Casado(a),2200,4,Especialização,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Sim,Sim,1,3,6,6
2,3,2,2,3,2,0,1,2,1,2,3,2,1,1,2,2,2,0,0,0,4,3,3,4,2,2,5,2,5,3,1,5,5,5,2,3,2,3,5,5,5,2,3,4,2,3,1,4,2,4,1,2,4,2,2,4,4,3,1,2,Feminino,51,Branco,Solteiro(a),2500,4,Especialização,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,1,0,0,5,5,Sim,Não,Não,1,1,6,6
1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,4,4,5,2,2,2,4,5,5,3,2,5,5,4,2,3,2,4,5,3,2,3,4,3,4,4,2,3,2,4,3,3,4,2,2,3,5,3,2,4,Feminino,38,Pardo,Casado(a),1800,4,Especialização,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,1,6,5
2,3,2,2,2,2,1,3,3,2,3,3,3,2,3,1,2,2,3,3,2,4,3,4,3,4,2,5,5,2,3,3,5,5,5,2,3,3,3,4,3,4,4,4,2,2,3,3,4,2,3,1,3,4,3,4,4,4,3,3,3,Feminino,31,Pardo,União estável,4000,2,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Sim,Sim,Não,4,3,6,5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Feminino,43,Pardo,Casado(a),8000,1,Especialização,Ficou estável,Fundamental I,Não,Sim,Não,Não,Não,3,3,3,3,3,Sim,Não,Sim,3,3,3,3
2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,0,2,2,1,1,2,1,3,2,1,2,1,5,3,3,1,1,5,1,4,3,2,3,3,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,Feminino,38,Branco,Solteiro(a),5000,3,Curso superior completo,Ficou estável,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,4,4,5,2
2,0,0,3,0,0,0,3,3,0,3,3,3,0,3,3,0,3,3,3,0,4,5,5,1,4,5,4,4,5,4,3,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,Feminino,26,Branco,Casado(a),1800,5,Curso superior completo,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Sim,Sim,Não,3,3,2,6
0,0,0,0,0,0,1,2,2,0,2,2,2,1,2,1,0,1,1,1,1,4,2,1,5,4,1,5,2,3,3,4,5,5,4,4,3,5,4,5,3,3,4,5,3,3,5,3,4,1,5,2,3,3,3,3,3,5,3,5,3,Masculino,53,Pardo,Casado(a),3500,2,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Sim,Sim,4,4,6,6
1,1,0,1,0,1,0,1,0,0,2,2,0,1,1,0,0,0,1,2,0,3,4,4,2,4,1,4,2,1,2,4,3,4,5,4,1,4,4,4,2,3,3,3,1,2,3,3,2,3,3,1,1,2,3,1,2,4,1,3,3,Masculino,26,Branco,Solteiro(a),10000,1,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,3,2,2,5,5,Não,Sim,Sim,1,2,5,3
1,1,0,1,0,1,0,1,0,0,2,2,0,1,1,0,0,0,1,2,0,3,4,4,2,4,1,4,2,1,2,4,3,4,5,4,1,4,4,4,2,3,3,3,1,2,3,3,2,3,3,1,1,2,3,1,2,4,1,3,3,Masculino,26,Branco,Solteiro(a),10000,1,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,3,2,2,5,5,Não,Sim,Sim,1,2,5,3
0,1,0,0,0,1,0,2,0,0,1,1,1,1,0,0,0,1,0,1,0,4,2,3,3,3,2,5,1,1,1,2,5,4,5,3,1,2,1,1,2,3,4,3,1,2,2,1,1,2,3,1,3,3,2,2,3,5,2,3,1,Feminino,52,Pardo,Casado(a),5000,1,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,0,4,5,5,Não,Não,Sim,6,1,6,1
3,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,2,2,3,3,1,3,3,5,1,3,3,3,5,4,3,5,5,5,5,5,3,4,5,2,5,5,5,4,4,3,3,5,5,3,5,4,3,5,4,4,3,3,5,5,5,Feminino,50,Branco,Casado(a),3000,3,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Sim,Não,Sim,3,3,3,4
1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,0,3,3,5,5,2,3,5,2,3,2,3,3,5,5,2,3,3,2,3,3,3,3,5,2,5,2,2,1,1,5,1,2,3,3,2,3,5,3,3,2,Feminino,33,Branco,Solteiro(a),3000,3,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,0,1,5,5,Não,Não,Não,1,1,6,3
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,4,3,3,3,2,1,3,5,3,5,5,5,3,3,3,3,3,2,3,3,2,3,4,3,3,3,3,1,3,1,3,2,4,3,3,3,3,Masculino,43,Pardo,Solteiro(a),1800,1,Especialização,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,2,2,6,4
2,2,1,3,3,2,3,3,2,2,2,3,3,2,3,2,2,3,2,3,2,3,3,5,2,3,1,3,1,1,1,1,3,3,5,1,4,1,5,4,5,3,3,3,1,3,3,1,1,2,3,1,1,4,3,2,4,4,4,1,3,Feminino,22,Pardo,Solteiro(a),1500,5,Curso superior incompleto,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Sim,Não,Sim,1,2,6,6
